序号,汉字,发音,首字母,笔画数,几级字,多音数
6934,珦,xiàng,X,10,3,
6935,珫,chōng,C,10,3,
6936,珒,jīn,J,10,3,
6937,𬍤,xún,X,10,3,
6938,珢,yín,Y,10,3,
6939,珕,lì,L,10,3,
6940,珝,xǔ,X,10,3,
6941,𫭼,láo,L,10,3,
6942,埗,bù,B,10,3,
6943,垾,hàn,H,10,3,
6944,垺,fú,F,10,3,
6945,埆,què,Q,10,3,
6946,垿,xù,X,10,3,
6947,埌,làng,L,10,3,
6948,埇,yǒng,Y,10,3,
6949,莰,kǎn,K,10,3,
6950,茝,chǎi,C,10,3,
6951,𬜯,liǎng,L,10,3,
6952,鄀,ruò,R,10,3,
6953,莶,xiān,X,10,3,
6954,莝,cuò,C,10,3,
6955,䓖,qióng,Q,11,3,
6956,莙,jūn,J,10,3,
6957,栻,shì,S,10,3,
6958,桠,yā,Y,10,3,
6959,𬂩,jiā,J,10,3,
6960,桄,guāng|guàng,G,10,3,2
6961,梠,lǚ,L,10,3,
6962,栴,zhān,Z,10,3,
6963,梴,chān,C,10,3,
6964,栒,xún,X,10,3,
6965,酎,zhòu,Z,10,3,
6966,酏,yǐ,Y,10,3,
6967,𫠆,kuǐ,K,10,3,
6968,砵,bō,B,10,3,
6969,砠,jū,J,10,3,
6970,砫,zhù,Z,10,3,
6971,砬,lá,L,10,3,
6972,硁,kēng,K,10,3,
6973,恧,nǜ,N,10,3,
6974,翃,hóng,H,10,3,
6975,郪,qī,Q,10,3,
6976,𨐈,guāng,G,10,3,
6977,辀,zhōu,Z,10,3,
6978,辁,quán,Q,10,3,
6979,𬌗,hé,H,10,3,
6980,剕,fèi,F,10,3,
6981,赀,zī,Z,10,3,
6982,哢,lòng,L,10,3,
6983,晅,xuǎn,X,10,3,
6984,晊,zhì,Z,10,3,
6985,唝,hǒng,H,10,3,
6986,哳,zhā,Z,10,3,
6987,哱,bō,B,10,3,
6988,冔,xǔ,X,10,3,
6989,晔,yè,Y,10,3,
6990,晐,gāi,G,10,3,
6991,晖,huī,H,10,3,
6992,畖,wā,W,10,3,
6993,蚄,fāng,F,10,3,
6994,蚆,bā,B,10,3,
6995,𫑡,méng,M,10,3,
6996,帱,chóu|dào,C,10,3,2
6997,崁,kàn,K,10,3,
6998,峿,wú,W,10,3,
6999,𪨶,shē,S,10,3,
7000,崄,xiǎn,X,10,3,
7001,帨,shuì,S,10,3,
7002,崀,làng,L,10,3,
7003,赆,jìn,J,10,3,
7004,𬬸,shù,S,10,3,
7005,钷,pǒ,P,10,3,
7006,𬬻,lú,L,10,3,
7007,𬬹,shén,S,10,3,
7008,𬬿,zhāo,Z,10,3,
7009,𬭁,mǔ,M,10,3,
7010,眚,shěng,S,10,3,
7011,甡,shēn,S,10,3,
7012,笫,zǐ,Z,10,3,
7013,倻,yē,Y,10,3,
7014,倴,bèn,B,10,3,
7015,脩,xiū,X,10,3,
7016,倮,luǒ,L,10,3,
7017,倕,chuí,C,10,3,
7018,倞,jìng,J,10,3,
7019,𫢸,dàn,D,10,3,
7020,倓,tán,T,10,3,
7021,倧,zōng,Z,10,3,
7022,衃,pēi,P,10,3,
7023,虒,sī,S,10,3,
7024,舭,bǐ,B,10,3,
7025,舯,zhōng,Z,10,3,
7026,舥,pā,P,10,3,
7027,瓞,dié,D,10,3,
7028,鬯,chàng,C,10,3,
7029,鸰,líng,L,10,3,
7030,脎,sà,S,10,3,
7031,朓,tiǎo,T,10,3,
7032,胲,hǎi,H,10,3,
7033,虓,xiāo,X,10,3,
7034,鱽,dāo,D,10,3,
7035,狴,bì,B,10,3,
7036,峱,náo,N,10,3,
7037,狻,suān,S,10,3,
7038,眢,yuān,Y,10,3,
7039,𫗧,sù,S,10,3,
7040,勍,qíng,Q,10,3,
7041,痄,zhà,Z,10,3,
7042,疰,zhù,Z,10,3,
7043,痃,xuán,X,10,3,
7044,竘,qǔ,Q,10,3,
7045,羖,gǔ,G,10,3,
7046,羓,bā,B,10,3,
7047,桊,juàn,J,10,3,
7048,敉,mǐ,M,10,3,
7049,烠,huí,H,10,3,
7050,烔,tóng,T,10,3,
7051,烶,tǐng,T,10,3,
7052,烻,shān,S,10,3,
7053,𬊈,xún,X,10,3,
7054,涍,xiào,X,10,3,
7055,浡,bó,B,10,3,
7056,浭,gēng,G,10,3,
7057,浬,lǐ,L,10,3,
7058,涄,pīng,P,10,3,
7059,涢,yún,Y,10,3,
7060,涐,é,É,10,3,
7061,浰,lì|liàn,L,10,3,2
7062,浟,yóu,Y,10,3,
7063,浛,hán,H,10,3,
7064,浼,měi,M,10,3,
7065,浲,féng,F,10,3,
7066,涘,sì,S,10,3,
7067,悈,jiè,J,10,3,
7068,悃,kǔn,K,10,3,
7069,悢,liàng,L,10,3,
7070,𬒈,què,Q,10,3,
7071,宧,yí,Y,10,3,
7072,窅,yǎo,Y,10,3,
7073,窊,wā,W,10,3,
7074,窎,diào,D,10,3,
7075,扅,yí,Y,10,3,
7076,扆,yǐ,Y,10,3,
7077,袪,qū,Q,10,3,
7078,袗,zhěn,Z,10,3,
7079,袯,bó,B,10,3,
7080,祧,tiāo,T,10,3,
7081,隺,hè,H,10,3,
7082,堲,jí,J,10,3,
7083,疍,dàn,D,10,3,
7084,𨺙,nì,N,10,3,
7085,陴,pí,P,10,3,
7086,烝,zhēng,Z,10,3,
7087,砮,nǔ,N,10,3,
7088,㛚,tǒng,T,10,3,
7089,哿,gě,G,10,3,
7090,翀,chōng,C,10,3,
7091,翂,fēn,F,10,3,
7092,剟,duō,D,10,3,
7093,𬳿,tú,T,10,3,
7094,𫄨,chī,C,10,3,
7095,绤,xì,X,10,3,
7096,骍,xīng,X,10,3,
7097,𬘫,huán,H,10,3,
7098,䂮,lüè,L,11,3,
7099,琎,jìn,J,11,3,
7100,珸,wú,W,11,3,
7101,珵,chéng,C,11,3,
7102,琄,xuàn,X,11,3,
7103,琈,fú,F,11,3,
7104,琀,hán,H,11,3,
7105,珺,jùn,J,11,3,
7106,掭,tiàn,T,11,3,
7107,堎,lèng,L,11,3,
7108,堐,yá,Y,11,3,
7109,埼,qí,Q,11,3,
7110,掎,jǐ,J,11,3,
7111,埫,tǎng,T,11,3,
7112,堌,gù,G,11,3,
7113,晢,zhé,Z,11,3,
7114,𫮃,shàn,S,11,3,
7115,掞,yàn,Y,11,3,
7116,埪,kōng,K,11,3,
7117,壸,kǔn,K,11,3,
7118,㙍,duō,D,11,3,
7119,聍,níng,N,11,3,
7120,菝,bá,B,11,3,
7121,萚,tuò,T,11,3,
7122,菥,xī,X,11,3,
7123,莿,cì,C,11,3,
7124,䓫,qí,Q,12,3,
7125,勚,yì,Y,11,3,
7126,䓬,zhuó,Z,12,3,
7127,萆,bì,B,11,3,
7128,菂,dì,D,11,3,
7129,菍,niè,N,11,3,
7130,菼,tǎn,T,11,3,
7131,萣,dìng,D,11,3,
7132,䓨,yīng,Y,12,3,
7133,菉,lù,L,11,3,
7134,䓛,qū,Q,12,3,
7135,梼,táo,T,11,3,
7136,梽,zhì,Z,11,3,
7137,桲,bó|po,B,11,3,2
7138,梾,lái,L,11,3,
7139,桯,tīng,T,11,3,
7140,梣,chén|qín,C,11,3,2
7141,梌,tú,T,11,3,
7142,桹,láng,L,11,3,
7143,敔,yǔ,Y,11,3,
7144,厣,yǎn,Y,11,3,
7145,硔,gǒng,G,11,3,
7146,鿎,dá|tǎ,D,11,3,2
7147,硙,wèi,W,11,3,
7148,硚,qiáo,Q,11,3,
7149,硊,huì,H,11,3,
7150,硍,yín,Y,11,3,
7151,勔,miǎn,M,11,3,
7152,䴕,liè,L,17,3,
7153,龁,hé,H,11,3,
7154,逴,chuō,C,11,3,
7155,唪,fěng,F,11,3,
7156,啫,zhě,Z,11,3,
7157,翈,xiá,X,11,3,
7158,㫰,làng,L,11,3,
7159,晙,jùn,J,11,3,
7160,畤,zhì,Z,11,3,
7161,𬱖,dí,D,11,3,
7162,趼,jiǎn,J,11,3,
7163,跂,qí,Q,11,3,
7164,蛃,bǐng,B,11,3,
7165,蚲,píng,P,11,3,
7166,𬟽,dōng,D,11,3,
7167,蚺,rán,R,11,3,
7168,啴,chǎn,C,11,3,
7169,䎃,rǎn,R,11,3,
7170,崧,sōng,S,11,3,
7171,崟,yín,Y,11,3,
7172,崞,guō,G,11,3,
7173,崒,zú,Z,11,3,
7174,崌,jū,J,11,3,
7175,崡,hán,H,11,3,
7176,铏,xíng,X,11,3,
7177,𫓯,jī,J,11,3,
7178,𫟹,hóng,H,11,3,
7179,铕,yǒu,Y,11,3,
7180,𫟼,dá,D,12,3,
7181,铖,chéng,C,11,3,
7182,铘,yé,Y,11,3,
7183,铚,zhì,Z,11,3,
7184,铞,diào,D,11,3,
7185,铥,diū,D,11,3,
7186,铴,tāng,T,11,3,
7187,牻,máng,M,11,3,
7188,牿,gù,G,11,3,
7189,稆,lǚ,L,11,3,
7190,笱,gǒu,G,11,3,
7191,笯,nú,N,11,3,
7192,偰,xiè,X,11,3,
7193,偡,zhàn,Z,11,3,
7194,鸺,xiū,X,11,3,
7195,偭,miǎn,M,11,3,
7196,偲,cāi,C,11,3,
7197,偁,chēng,C,11,3,
7198,㿠,huàng,H,11,3,
7199,鄅,yǔ,Y,11,3,
7200,偓,wò,W,11,3,
7201,徛,jì,J,11,3,
7202,衒,xuàn,X,11,3,
7203,舳,zhú,Z,11,3,
7204,舲,líng,L,11,3,
7205,鸼,zhōu,Z,11,3,
7206,悆,yù,Y,11,3,
7207,鄃,shū,S,11,3,
7208,瓻,chī,C,11,3,
7209,䝙,chū,C,11,3,
7210,脶,luó,L,11,3,
7211,脞,cuǒ,C,11,3,
7212,脟,liè,L,11,3,
7213,䏲,tī,T,11,3,
7214,鱾,jǐ,J,11,3,
7215,猇,xiāo,X,11,3,
7216,猊,ní,N,11,3,
7217,猄,jīng,J,11,3,
7218,觖,jué,J,11,3,
7219,𠅤,xí,X,11,3,
7220,庱,chěng,C,11,3,
7221,庼,qǐng,Q,11,3,
7222,庳,bì,B,11,3,
7223,痓,chì,C,11,3,
7224,䴔,jiāo,J,17,3,
7225,竫,jìng,J,11,3,
7226,堃,kūn,K,11,3,
7227,阌,wén,W,11,3,
7228,羝,dī,D,11,3,
7229,羕,yàng,Y,11,3,
7230,焆,juān,J,11,3,
7231,烺,lǎng,L,11,3,
7232,焌,jùn|qū,J,11,3,2
7233,淏,hào,H,11,3,
7234,𬇹,guó,G,11,3,
7235,淟,tiǎn,T,11,3,
7236,淜,péng,P,11,3,
7237,淴,hū,H,11,3,
7238,淯,yù,Y,11,3,
7239,湴,bàn,B,11,3,
7240,涴,yuān,Y,11,3,
7241,𬍡,dàng,D,11,3,
7242,㥄,líng,L,11,3,
7243,惛,hūn,H,11,3,
7244,惔,tán,T,11,3,
7245,悰,cóng,C,11,3,
7246,惙,chuò,C,11,3,
7247,寁,zǎn,Z,11,3,
7248,逭,huàn,H,11,3,
7249,𬤇,yīn,Y,11,3,
7250,𫍯,xián,X,11,3,
7251,袼,gē,G,11,3,
7252,裈,kūn,K,11,3,
7253,祲,jìn,J,11,3,
7254,𬤊,shì,S,11,3,
7255,𫍲,xiǎo,X,11,3,
7256,谞,xū,X,11,3,
7257,艴,bó,B,11,3,
7258,弸,péng,P,11,3,
7259,弶,jiàng,J,11,3,
7260,𬯎,tuí,T,12,3,
7261,隃,shù,S,11,3,
7262,婞,xìng,X,11,3,
7263,娵,jū,J,11,3,
7264,婼,ruò,R,11,3,
7265,媖,yīng,Y,11,3,
7266,婳,huà,H,11,3,
7267,婍,qǐ,Q,11,3,
7268,婌,shú,S,11,3,
7269,婫,kūn,K,11,3,
7270,婤,zhōu,Z,11,3,
7271,婘,quán,Q,11,3,
7272,婠,wān,W,11,3,
7273,𬘬,qiàn,Q,11,3,
7274,𬘭,chēn,C,11,3,
7275,𬴂,fēi,F,11,3,
7276,𫘦,táo,T,11,3,
7277,绹,táo,T,11,3,
7278,𫟅,liáng,L,11,3,
7279,𬘯,zhǔn,Z,11,3,
7280,骕,sù,S,11,3,
7281,𫘧,lù,L,11,3,
7282,絜,jié|xié,J,12,3,2
7283,珷,wǔ,W,12,3,
7284,琲,bèi,B,12,3,
7285,琡,chù,C,12,3,
7286,琟,wéi,W,12,3,
7287,琔,diàn,D,12,3,
7288,琭,lù,L,12,3,
7289,堾,chūn,C,12,3,
7290,堼,hèng,H,12,3,
7291,揕,zhèn,Z,12,3,
7292,㙘,yāo,Y,12,3,
7293,堧,ruán,R,12,3,
7294,喆,zhé,Z,12,3,
7295,堨,è,È,12,3,
7296,塅,duàn,D,12,3,
7297,堠,hòu,H,12,3,
7298,絷,zhí,Z,12,3,
7299,𪣻,lóu,L,12,3,
7300,𡎚,piǎn,P,12,3,
7301,葜,qiā,Q,12,3,
7302,惎,jì,J,12,3,
7303,萳,nán,N,12,3,
7304,葙,xiāng,X,12,3,
7305,靬,qián,Q,12,3,
7306,葴,zhēn,Z,12,3,
7307,蒇,chǎn,C,12,3,
7308,蒈,kǎi,K,12,3,
7309,鄚,mào,M,12,3,
7310,蒉,kuì,K,12,3,
7311,蓇,gū,G,12,3,
7312,萩,qiū,Q,12,3,
7313,蒐,sōu,S,12,3,
7314,葰,jùn|suǒ,J,12,3,2
7315,葎,lǜ,L,12,3,
7316,鄑,zī,Z,12,3,
7317,蒎,pài,P,12,3,
7318,葖,tū,T,12,3,
7319,蒄,guān,G,12,3,
7320,萹,biān,B,12,3,
7321,棤,cuò,C,12,3,
7322,棽,chēn|shēn,C,12,3,2
7323,棫,yù,Y,12,3,
7324,椓,zhuó,Z,12,3,
7325,椑,bēi,B,12,3,
7326,𬃊,zhì,Z,12,3,
7327,鹀,wú,W,12,3,
7328,椆,chóu,C,12,3,
7329,棓,bèi,B,12,3,
7330,棬,quān,Q,12,3,
7331,棪,yǎn,Y,12,3,
7332,椀,wǎn,W,12,3,
7333,楗,jiàn,J,12,3,
7334,𬷕,bǔ,B,12,3,
7335,甦,sū,S,12,3,
7336,酦,pō,P,12,3,
7337,觌,dí,D,12,3,
7338,奡,ào,À,12,3,
7339,皕,bì,B,12,3,
7340,硪,wò,W,12,3,
7341,欹,qī,Q,12,3,
7342,詟,zhé,Z,12,3,
7343,𫐐,ní,N,12,3,
7344,辌,liáng,L,12,3,
7345,棐,fěi,F,12,3,
7346,龂,yín,Y,12,3,
7347,𬹼,xiè,X,12,3,
7348,黹,zhǐ,Z,12,3,
7349,牚,chèng,C,12,3,
7350,睎,xī,X,12,3,
7351,晫,zhuó,Z,12,3,
7352,晪,tiǎn,T,12,3,
7353,晱,shǎn,S,12,3,
7354,𧿹,mǔ,M,12,3,
7355,蛑,móu,M,12,3,
7356,畯,jùn,J,12,3,
7357,斝,jiǎ,J,12,3,
7358,喤,huáng,H,12,3,
7359,崶,fēng,F,12,3,
7360,嵁,kān,K,12,3,
7361,𫶇,dié,D,12,3,
7362,崾,yào,Y,12,3,
7363,嵅,hán,H,12,3,
7364,崿,è,È,12,3,
7365,嵚,qīn,Q,12,3,
7366,翙,huì,H,12,3,
7367,𫖮,yǐ,Y,12,3,
7368,圌,chuí,C,12,3,
7369,圐,kū,K,12,3,
7370,赑,bì,B,12,3,
7371,淼,miǎo,M,12,3,
7372,赒,zhōu,Z,12,3,
7373,鿏,mài,M,12,3,
7374,铹,láo,L,12,3,
7375,𬭊,dù,D,12,3,
7376,铽,tè,T,12,3,
7377,𨱇,qiú,Q,12,3,
7378,𫓶,xuān,X,12,3,
7379,锊,lüè,L,12,3,
7380,锍,liǔ,L,12,3,
7381,锎,kāi,K,12,3,
7382,𬭎,hóng,H,12,3,
7383,锓,qǐn,Q,12,3,
7384,犇,bēn,B,12,3,
7385,颋,tǐng,T,12,3,
7386,稌,tú,T,12,3,
7387,筀,guì,G,12,3,
7388,筘,kòu,K,12,3,
7389,筜,dāng,D,12,3,
7390,筥,jǔ,J,12,3,
7391,筅,xiǎn,X,12,3,
7392,傃,sù,S,12,3,
7393,傉,nù,N,12,3,
7394,翛,xiāo,X,12,3,
7395,傒,xī,X,12,3,
7396,傕,jué,J,12,3,
7397,舾,xī,X,12,3,
7398,畬,yú,Y,12,3,
7399,𫖯,fǔ,F,12,3,
7400,脿,biǎo,B,12,3,
7401,腘,guó,G,12,3,
7402,䐃,jùn,J,12,3,
7403,腙,zōng,Z,12,3,
7404,腒,jū,J,12,3,
7405,𬱟,wěi,W,12,3,
7406,鲃,bā,B,12,3,
7407,猰,yà,Y,12,3,
7408,𫛭,kuáng,K,12,3,
7409,猯,tuān,T,12,3,
7410,㺄,yǔ,Y,12,3,
7411,馉,gǔ,G,12,3,
7412,凓,lì,L,12,3,
7413,鄗,hào,H,12,3,
7414,𫷷,xīn,X,12,3,
7415,廋,sōu,S,12,3,
7416,廆,wěi,W,12,3,
7417,鄌,táng,T,12,3,
7418,粢,zī,Z,12,3,
7419,遆,tí,T,12,3,
7420,旐,zhào,Z,12,3,
7421,𬮱,yīn,Y,12,3,
7422,焞,tūn,T,12,3,
7423,𬊤,chǎn,C,12,3,
7424,欻,xū,X,12,3,
7425,𣸣,fén,F,12,3,
7426,溚,dá,D,12,3,
7427,溁,yíng,Y,12,3,
7428,湝,jiē,J,12,3,
7429,渰,yǎn,Y,12,3,
7430,湓,pén,P,12,3,
7431,㴔,jí,J,12,3,
7432,渟,tíng,T,12,3,
7433,溠,zhà,Z,12,3,
7434,渼,měi,M,12,3,
7435,溇,lóu,L,12,3,
7436,湣,mǐn,M,12,3,
7437,湑,xù,X,12,3,
7438,溞,sāo,S,12,3,
7439,愐,miǎn,M,12,3,
7440,愃,xuān,X,12,3,
7441,敩,xiào,X,12,3,
7442,甯,nìng,N,12,3,
7443,棨,qǐ,Q,12,3,
7444,扊,yǎn,Y,12,3,
7445,裣,liǎn,L,12,3,
7446,祼,guàn,G,12,3,
7447,婻,nàn,N,12,3,
7448,媆,ruǎn,R,12,3,
7449,媞,shì,S,12,3,
7450,㛹,pián,P,12,3,
7451,媓,huáng,H,12,3,
7452,媂,dì,D,12,3,
7453,媄,měi,M,12,3,
7454,毵,sān,S,12,3,
7455,矞,yù,Y,12,3,
7456,𬴃,huō,H,12,3,
7457,𫘨,tí,T,12,3,
7458,缊,yùn,Y,12,3,
7459,缐,xiàn,X,12,3,
7460,骙,kuí,K,12,3,
7461,瑃,chūn,C,13,3,
7462,瑓,liàn,L,13,3,
7463,瑅,tí,T,13,3,
7464,瑆,xīng,X,13,3,
7465,䴖,jīng,J,19,3,
7466,瑖,duàn,D,13,3,
7467,瑝,huáng,H,13,3,
7468,瑔,quán,Q,13,3,
7469,瑀,yǔ,Y,13,3,
7470,𤧛,dì,D,13,3,
7471,瑳,cuō,C,13,3,
7472,瑂,méi,M,13,3,
7473,嶅,áo,Á,13,3,
7474,瑑,zhuàn,Z,13,3,
7475,遘,gòu,G,13,3,
7476,髢,dí,D,13,3,
7477,塥,gé,G,13,3,
7478,堽,gāng,G,13,3,
7479,赪,chēng,C,13,3,
7480,摛,chī,C,13,3,
7481,塝,bàng,B,13,3,
7482,搒,bàng|péng,B,13,3,2
7483,搌,zhǎn,Z,13,3,
7484,蒱,pú,P,13,3,
7485,蒨,qiàn,Q,13,3,
7486,蓏,luǒ,L,13,3,
7487,蔀,bù,B,13,3,
7488,蓢,lǎng,L,13,3,
7489,蓂,mì,M,13,3,
7490,蒻,ruò,R,13,3,
7491,蓣,yù,Y,13,3,
7492,椹,shèn,S,13,3,
7493,楪,dié,D,13,3,
7494,榃,tán,T,13,3,
7495,榅,wēn,W,13,3,
7496,楒,sī,S,13,3,
7497,楞,léng,L,13,3,
7498,楩,pián,P,13,3,
7499,榇,chèn,C,13,3,
7500,椸,yí,Y,13,3,
7501,楙,mào,M,13,3,
7502,歅,yīn,Y,13,3,
7503,𬪩,nóng,N,13,3,
7504,碃,qìng,Q,13,3,
7505,碏,què,Q,13,3,
7506,𬒔,gěng,G,13,3,
7507,碈,hūn,H,13,3,
7508,䃅,dī,D,13,3,
7509,硿,kòng,K,13,3,
7510,鄠,hù,H,13,3,
7511,辒,wēn,W,13,3,
7512,𬨎,yóu,Y,13,3,
7513,𫐓,róu,R,13,3,
7514,龆,tiáo,T,13,3,
7515,觜,zī,Z,13,3,
7516,䣘,táng,T,14,3,
7517,暕,jiǎn,J,13,3,
7518,鹍,kūn,K,13,3,
7519,𫫇,è,È,13,3,
7520,㬊,huǎn,H,13,3,
7521,暅,gèng,G,13,3,
7522,跱,zhì,Z,13,3,
7523,蜐,jié,J,13,3,
7524,蜎,yuān,Y,13,3,
7525,嵲,niè,N,13,3,
7526,赗,fèng,F,13,3,
7527,骱,jiè,J,13,3,
7528,锖,qiāng,Q,13,3,
7529,𫓹,jī,J,13,3,
7530,锘,nuò,N,13,3,
7531,锳,yīng,Y,13,3,
7532,锧,zhì,Z,13,3,
7533,锪,huō,H,13,3,
7534,𬭚,chún,C,13,3,
7535,锫,péi,P,13,3,
7536,锬,tán,T,13,3,
7537,𬭛,bō,B,13,3,
7538,稑,lù,L,13,3,
7539,稙,zhī,Z,13,3,
7540,䅟,cǎn,C,13,3,
7541,𬕂,lǒng,L,13,3,
7542,筻,gàng,G,13,3,
7543,筼,yún,Y,13,3,
7544,筶,gào,G,13,3,
7545,筦,guǎn,G,13,3,
7546,筤,láng,L,13,3,
7547,傺,chì,C,13,3,
7548,鹎,bēi,B,13,3,
7549,僇,lù,L,13,3,
7550,艅,yú,Y,13,3,
7551,艉,wěi,W,13,3,
7552,谼,hóng,H,13,3,
7553,貆,huán,H,13,3,
7554,腽,wà,W,13,3,
7555,腨,shuàn,S,13,3,
7556,腯,tú,T,13,3,
7557,鲉,yóu,Y,13,3,
7558,鲊,zhǎ,Z,13,3,
7559,鲌,bó,B,13,3,
7560,䲟,yìn,Y,16,3,
7561,𬶋,jū,J,13,3,
7562,𬶍,tuó,T,13,3,
7563,鲏,pí,P,13,3,
7564,雊,gòu,G,13,3,
7565,猺,yáo,Y,13,3,
7566,飔,sī,S,13,3,
7567,觟,huà,H,13,3,
7568,𦝼,lóu|lǘ,L,13,3,2
7569,馌,yè,Y,13,3,
7570,裛,yì,Y,13,3,
7571,廒,áo,Á,13,3,
7572,瘀,yū,Y,13,3,
7573,瘅,dān|dàn,D,13,3,2
7574,鄘,yōng,Y,13,3,
7575,鹒,gēng,G,13,3,
7576,鄜,fū,F,13,3,
7577,麀,yōu,Y,13,3,
7578,鄣,zhāng,Z,13,3,
7579,阘,tà,T,13,3,
7580,𫔶,niè,N,13,3,
7581,煁,chén,C,13,3,
7582,煃,kuǐ,K,13,3,
7583,煴,yūn,Y,13,3,
7584,煋,xīng,X,13,3,
7585,煟,wèi,W,13,3,
7586,煓,tuān,T,13,3,
7587,滠,shè,S,13,3,
7588,溍,jìn,J,13,3,
7589,溹,suǒ,S,13,3,
7590,滆,gé,G,13,3,
7591,滉,huàng,H,13,3,
7592,溦,wēi,W,13,3,
7593,溵,yīn,Y,13,3,
7594,漷,huǒ,H,13,3,
7595,滧,xiào,X,13,3,
7596,滘,jiào,J,13,3,
7597,滍,zhì,Z,13,3,
7598,愭,qí,Q,13,3,
7599,慥,zào,Z,13,3,
7600,慆,tāo,T,13,3,
7601,塱,lǎng,L,13,3,
7602,𫌀,jī,J,13,3,
7603,裼,tì|xī,T,13,3,2
7604,禋,yīn,Y,13,3,
7605,禔,zhī,Z,13,3,
7606,禘,dì,D,13,3,
7607,禒,xiǎn,X,13,3,
7608,谫,jiǎn,J,13,3,
7609,鹔,sù,S,13,3,
7610,𫖳,yūn,Y,13,3,
7611,愍,mǐn,M,13,3,
7612,嫄,yuán,Y,13,3,
7613,媱,yáo,Y,13,3,
7614,戤,gài,G,13,3,
7615,勠,lù,L,13,3,
7616,戣,kuí,K,13,3,
7617,𫘪,yuán,Y,13,3,
7618,𫘬,xí,X,13,3,
7619,缞,cuī,C,13,3,
7620,耤,jí,J,14,3,
7621,瑧,zhēn,Z,14,3,
7622,𫞩,mén,M,15,3,
7623,瑨,jìn,J,14,3,
7624,瑱,tiàn,T,14,3,
7625,瑷,ài,À,14,3,
7626,瑢,róng,R,14,3,
7627,斠,jiào,J,14,3,
7628,摏,chōng,C,14,3,
7629,墕,yān,Y,14,3,
7630,墈,kàn,K,14,3,
7631,墐,jìn,J,14,3,
7632,墘,qián,Q,14,3,
7633,摴,chū,C,14,3,
7634,銎,qióng,Q,14,3,
7635,𡐓,kāng,K,14,3,
7636,墚,liáng,L,14,3,
7637,撖,hàn,H,14,3,
7638,𪤗,liào,L,14,3,
7639,靽,bàn,B,14,3,
7640,鞁,bèi,B,14,3,
7641,蔌,sù,S,14,3,
7642,蔈,piào,P,14,3,
7643,蓰,xǐ,X,14,3,
7644,蔹,liǎn,L,14,3,
7645,蔊,hǎn|hàn,H,14,3,2
7646,嘏,gǔ,G,14,3,
7647,榰,zhī,Z,14,3,
7648,榑,fú,F,14,3,
7649,槚,jiǎ,J,14,3,
7650,𣗋,dǎng,D,14,3,
7651,槜,zuì,Z,14,3,
7652,榍,xiè,X,14,3,
7653,疐,zhì,Z,14,3,
7654,𬸘,yǎn,Y,14,3,
7655,酺,pú,P,14,3,
7656,酾,shī,S,14,3,
7657,酲,chéng,C,14,3,
7658,酴,tú,T,14,3,
7659,碶,qì,Q,14,3,
7660,䃎,zhà,Z,14,3,
7661,𬒗,lán,L,14,3,
7662,碨,wèi,W,14,3,
7663,𥔲,è,È,15,3,
7664,碹,xuàn,X,14,3,
7665,碥,biǎn,B,14,3,
7666,劂,jué,J,14,3,
7667,𫚖,cǐ,C,14,3,
7668,䴗,jú,J,20,3,
7669,夥,huǒ,H,14,3,
7670,瞍,sǒu,S,14,3,
7671,鹖,hé,H,14,3,
7672,㬎,xiǎn,X,14,3,
7673,跽,jì,J,14,3,
7674,蜾,guǒ,G,14,3,
7675,幖,biāo,B,14,3,
7676,嶍,xí,X,14,3,
7677,圙,lüè,L,14,3,
7678,𨱏,dā,D,15,3,
7679,锺,zhōng,Z,14,3,
7680,锼,sōu,S,14,3,
7681,锽,huáng,H,14,3,
7682,𬭤,hóu,H,14,3,
7683,锾,huán,H,14,3,
7684,锿,āi,Ā,14,3,
7685,镃,zī,Z,14,3,
7686,镄,fèi,F,14,3,
7687,镅,méi,M,14,3,
7688,馝,bì,B,14,3,
7689,鹙,qiū,Q,14,3,
7690,箨,tuò,T,14,3,
7691,箖,lín,L,14,3,
7692,劄,zhá,Z,14,3,
7693,僬,jiāo,J,14,3,
7694,僦,jiù,J,14,3,
7695,僔,zǔn,Z,14,3,
7696,僎,zhuàn,Z,14,3,
7697,槃,pán,P,14,3,
7698,㙦,xié,X,14,3,
7699,鲒,jié,J,14,3,
7700,鲕,ér,É,14,3,
7701,𫚕,shī,S,14,3,
7702,鲖,tóng,T,14,3,
7703,鲗,zéi,Z,14,3,
7704,鲘,hòu,H,14,3,
7705,鲙,kuài,K,14,3,
7706,𬶐,zhào,Z,14,3,
7707,𬶏,wéi,W,14,3,
7708,𩽾,ān,Ā,14,3,
7709,夐,xiòng,X,14,3,
7710,獍,jìng,J,14,3,
7711,飗,liú,L,14,3,
7712,𬸚,yuè,Y,14,3,
7713,凘,sī,S,14,3,
7714,廑,jǐn,J,14,3,
7715,廙,yì,Y,14,3,
7716,瘗,yì,Y,14,3,
7717,瘥,chài,C,14,3,
7718,瘕,jiǎ,J,14,3,
7719,鲝,zhǎ,Z,14,3,
7720,鄫,zēng,Z,14,3,
7721,熇,hè,H,14,3,
7722,漹,yān,Y,14,3,
7723,漖,jiào,J,14,3,
7724,潆,yíng,Y,14,3,
7725,漤,lǎn,L,14,3,
7726,潩,yì,Y,14,3,
7727,漼,cuǐ,C,14,3,
7728,漴,chóng|shuāng,C,14,3,2
7729,㽏,gàn,G,14,3,
