id,char,pinyin,initial,strokes,level,polyphonic
6440,鼯,wú,W,20,2,False
6441,臜,zā,Z,20,2,False
6442,鳜,guì,G,20,2,False
6443,鳝,shàn,S,20,2,False
6444,鳟,zūn,Z,20,2,False
6445,獾,huān,H,20,2,False
6446,孀,shuāng,S,20,2,False
6447,骧,xiāng,X,20,2,False
6448,瓘,guàn,G,21,2,False
6449,鼙,pí,P,21,2,False
6450,醺,xūn,X,21,2,False
6451,礴,bó,B,21,2,False
6452,颦,pín,P,21,2,False
6453,曩,nǎng,N,21,2,False
6454,鳢,lǐ,L,21,2,False
6455,癫,diān,D,21,2,False
6456,麝,shè,S,21,2,False
6457,夔,kuí,K,21,2,False
6458,爝,jué,J,21,2,False
6459,灏,hào,H,21,2,False
6460,禳,ráng,R,21,2,False
6461,鐾,bèi,B,21,2,False
6462,羼,chàn,C,21,2,False
6463,蠡,lí|lǐ,L,21,2,True
6464,耱,mò,M,22,2,False
6465,懿,yì,Y,22,2,False
6466,蘸,zhàn,Z,22,2,False
6467,鹳,guàn,G,22,2,False
6468,霾,mái,M,22,2,False
6469,氍,qú,Q,22,2,False
6470,饕,tāo,T,22,2,False
6471,躐,liè,L,22,2,False
6472,髑,dú,D,22,2,False
6473,镵,chán,C,22,2,False
6474,穰,ráng,R,22,2,False
6475,饔,yōng,Y,22,2,False
6476,鬻,yù,Y,22,2,False
6477,鬟,huán,H,23,2,False
6478,趱,zǎn,Z,23,2,False
6479,攫,jué,J,23,2,False
6480,攥,zuàn,Z,23,2,False
6481,颧,quán,Q,23,2,False
6482,躜,zuān,Z,23,2,False
6483,鼹,yǎn,Y,23,2,False
6484,癯,qú,Q,23,2,False
6485,麟,lín,L,23,2,False
6486,蠲,juān,J,23,2,False
6487,蠹,dù,D,24,2,False
6488,躞,xiè,X,24,2,False
6489,衢,qú,Q,24,2,False
6490,鑫,xīn,X,24,2,False
6491,灞,bà,B,24,2,False
6492,襻,pàn,P,24,2,False
6493,纛,dào,D,25,2,False
6494,鬣,liè,L,25,2,False
6495,攮,nǎng,N,25,2,False
6496,囔,nāng,N,25,2,False
6497,馕,náng|nǎng,N,25,2,True
6498,戆,gàng|zhuàng,G,25,2,True
6499,爨,cuàn,C,30,2,False
6500,齉,nàng,N,36,2,False
6501,亍,chù,C,3,3,False
6502,尢,wāng,W,3,3,False
6503,彳,chì,C,3,3,False
6504,卬,áng,Á,4,3,False
6505,殳,shū,S,4,3,False
6506,𠙶,ǒu,Ǒ,4,3,False
6507,毌,guàn,G,4,3,False
6508,邘,yú,Y,5,3,False
6509,戋,jiān,J,5,3,False
6510,圢,tǐng,T,5,3,False
6511,氕,piē,P,5,3,False
6512,伋,jí,J,5,3,False
6513,仝,tóng,T,5,3,False
6514,冮,gāng,G,5,3,False
6515,氿,jiǔ,J,5,3,False
6516,汈,diāo,D,5,3,False
6517,氾,fán,F,5,3,False
6518,忉,dāo,D,5,3,False
6519,宄,guǐ,G,5,3,False
6520,𬣙,xū,X,5,3,False
6521,讱,rèn,R,5,3,False
6522,扞,hàn,H,6,3,False
6523,圲,qiān,Q,6,3,False
6524,圫,tuō,T,6,3,False
6525,芏,dù,D,6,3,False
6526,芃,péng,P,6,3,False
6527,朳,bā,B,6,3,False
6528,朸,lì,L,6,3,False
6529,𨙸,qí,Q,6,3,False
6530,邨,cūn,C,6,3,False
6531,吒,zhā,Z,6,3,False
6532,吖,ā,Ā,6,3,False
6533,屼,wù,W,6,3,False
6534,屾,shēn,S,6,3,False
6535,辿,chān,C,6,3,False
6536,钆,gá,G,6,3,False
6537,仳,pǐ,P,6,3,False
6538,伣,qiàn,Q,6,3,False
6539,伈,xǐn,X,6,3,False
6540,癿,bié,B,6,3,False
6541,甪,lù,L,6,3,False
6542,邠,bīn,B,6,3,False
6543,犴,àn|hān,À,6,3,True
6544,冱,hù,H,6,3,False
6545,邡,fāng,F,6,3,False
6546,闫,yán,Y,6,3,False
6547,𬇕,wàn,W,6,3,False
6548,汋,zhuó,Z,6,3,False
6549,䜣,xīn,X,11,3,False
6550,讻,xiōng,X,6,3,False
6551,𬣞,zhǔ,Z,6,3,False
6552,孖,zī,Z,6,3,False
6553,𬘓,xún,X,6,3,False
6554,纩,kuàng,K,6,3,False
6555,玒,hóng,H,7,3,False
6556,玓,dì,D,7,3,False
6557,玘,qǐ,Q,7,3,False
6558,玚,yáng,Y,7,3,False
6559,刬,chàn,C,7,3,False
6560,𫭟,ōu|qū,Ō,7,3,True
6561,坜,lì,L,7,3,False
6562,坉,tún,T,7,3,False
6563,扽,dèn,D,7,3,False
6564,𫭢,lǔn,L,7,3,False
6565,坋,fèn,F,7,3,False
6566,扺,zhǐ,Z,7,3,False
6567,㧑,huī,H,7,3,False
6568,毐,ǎi,Ǎ,7,3,False
6569,芰,jì,J,7,3,False
6570,芣,fú,F,7,3,False
6571,苊,è,È,7,3,False
6572,苉,pǐ,P,7,3,False
6573,芘,bǐ,B,7,3,False
6574,芴,wù,W,7,3,False
6575,芠,wén,W,7,3,False
6576,𫇭,wěi,W,8,3,False
6577,芤,kōu,K,7,3,False
6578,杕,dì,D,7,3,False
6579,杙,yì,Y,7,3,False
6580,杄,qiān,Q,7,3,False
6581,杧,máng,M,7,3,False
6582,杩,mà,M,7,3,False
6583,尪,wāng,W,7,3,False
6584,尨,máng,M,7,3,False
6585,轪,dài,D,7,3,False
6586,𫐄,yuè,Y,7,3,False
6587,坒,bì,B,7,3,False
6588,芈,mǐ,M,7,3,False
6589,旴,xū,X,7,3,False
6590,旵,chǎn,C,7,3,False
6591,呙,guō,G,7,3,False
6592,㕮,fǔ,F,7,3,False
6593,岍,qiān,Q,7,3,False
6594,𫵷,lì,L,7,3,False
6595,岠,jù,J,7,3,False
6596,岜,bā,B,7,3,False
6597,呇,mèn,M,7,3,False
6598,冏,jiǒng,J,7,3,False
6599,觃,yàn,Y,7,3,False
6600,岙,ào,À,7,3,False
6601,伾,pī,P,7,3,False
6602,㑇,zhòu,Z,7,3,False
6603,伭,xián,X,7,3,False
6604,佖,bì,B,7,3,False
6605,伲,ní,N,7,3,False
6606,佁,yǐ,Y,7,3,False
6607,飏,yáng,Y,7,3,False
6608,狃,niǔ,N,7,3,False
6609,闶,kàng,K,7,3,False
6610,汧,qiān,Q,7,3,False
6611,汫,jǐng,J,7,3,False
6612,𣲘,wǔ,W,7,3,False
6613,𣲗,wéi,W,7,3,False
6614,沄,yún,Y,7,3,False
6615,沘,bǐ,B,7,3,False
6616,𬇙,bèi,B,7,3,False
6617,汭,ruì,R,7,3,False
6618,㳇,fù,F,7,3,False
6619,沇,yǎn,Y,7,3,False
6620,忮,zhì,Z,7,3,False
6621,忳,tún,T,7,3,False
6622,忺,xiān,X,7,3,False
6623,𬣡,jiàn,J,7,3,False
6624,祃,mà,M,7,3,False
6625,诇,xiòng,X,7,3,False
6626,邲,bì,B,7,3,False
6627,诎,qū,Q,7,3,False
6628,诐,bì,B,7,3,False
6629,屃,xì,X,7,3,False
6630,𫸩,kōu,K,7,3,False
6631,岊,jié,J,7,3,False
6632,阽,diàn,D,7,3,False
6633,䢺,chū,C,8,3,False
6634,阼,zuò,Z,7,3,False
6635,妧,yuán,Y,7,3,False
6636,妘,yún,Y,7,3,False
6637,𨚕,biàn,B,7,3,False
6638,纮,hóng,H,7,3,False
6639,驲,rì,R,7,3,False
6640,𫘜,wén,W,7,3,False
6641,纻,zhù,Z,7,3,False
6642,𬘘,dǎn,D,7,3,False
6643,𫘝,jué,J,7,3,False
6644,纼,zhèn,Z,7,3,False
6645,玤,bàng,B,8,3,False
6646,玞,fū,F,8,3,False
6647,玱,qiāng,Q,8,3,False
6648,玟,wén,W,8,3,False
6649,邽,guī,G,8,3,False
6650,邿,shī,S,8,3,False
6651,坥,qū,Q,8,3,False
6652,坰,jiōng,J,8,3,False
6653,坬,guà|wā,G,8,3,True
6654,坽,líng,L,8,3,False
6655,弆,jǔ,J,8,3,False
6656,耵,dīng,D,8,3,False
6657,䢼,gōng,G,9,3,False
6658,𦭜,zhī,Z,9,3,False
6659,茋,dǐ,D,8,3,False
6660,苧,níng,N,8,3,False
6661,苾,bì,B,8,3,False
6662,苠,mín,M,8,3,False
6663,枅,jī,J,8,3,False
6664,㭎,gāng,G,8,3,False
6665,枘,ruì,R,8,3,False
6666,枍,yì,Y,8,3,False
6667,矼,gāng,G,8,3,False
6668,矻,kū,K,8,3,False
6669,匼,kē,K,8,3,False
6670,𬨂,qí,Q,8,3,False
6671,𬀩,wěi,W,8,3,False
6672,𬀪,xiàn,X,8,3,False
6673,旿,wǔ,W,8,3,False
6674,昇,shēng,S,8,3,False
6675,昄,bǎn,B,8,3,False
6676,昒,hū,H,8,3,False
6677,昈,hù,H,8,3,False
6678,咉,yāng,Y,8,3,False
6679,咇,bì,B,8,3,False
6680,咍,hāi,H,8,3,False
6681,岵,hù,H,8,3,False
6682,岽,dōng,D,8,3,False
6683,岨,jū|qū,J,8,3,True
6684,岞,zuò,Z,8,3,False
6685,峂,tóng,T,8,3,False
6686,㟃,sī,S,8,3,False
6687,囷,qūn,Q,8,3,False
6688,𬬩,yì,Y,8,3,False
6689,钐,shān|shàn,S,8,3,True
6690,钔,mén,M,8,3,False
6691,钖,yáng,Y,8,3,False
6692,牥,fāng,F,8,3,False
6693,佴,nài,N,8,3,False
6694,垈,dài,D,8,3,False
6695,侁,shēn,S,8,3,False
6696,侹,tǐng,T,8,3,False
6697,佸,huó,H,8,3,False
6698,佺,quán,Q,8,3,False
6699,隹,zhuī,Z,8,3,False
6700,㑊,yì,Y,8,3,False
6701,侂,tuō,T,8,3,False
6702,佽,cì,C,8,3,False
6703,侘,chà,C,8,3,False
6704,郈,hòu,H,8,3,False
6705,舠,dāo,D,8,3,False
6706,郐,kuài,K,8,3,False
6707,郃,hé,H,8,3,False
6708,攽,bān,B,8,3,False
6709,肭,nà,N,8,3,False
6710,肸,xī,X,8,3,False
6711,肷,qiǎn,Q,8,3,False
6712,狉,pī,P,8,3,False
6713,狝,xiǎn,X,8,3,False
6714,饳,duò,D,8,3,False
6715,忞,mín,M,8,3,False
6716,於,yū|yú,Y,8,3,True
6717,炌,kài,K,8,3,False
6718,炆,wén,W,8,3,False
6719,泙,píng,P,8,3,False
6720,沺,tián,T,8,3,False
6721,泂,jiǒng,J,8,3,False
6722,泜,zhī,Z,8,3,False
6723,泃,jū,J,8,3,False
6724,泇,jiā,J,8,3,False
6725,怊,chāo,C,8,3,False
6726,峃,xué,X,8,3,False
6727,穸,xī,X,8,3,False
6728,祋,duì,D,8,3,False
6729,祊,bēng,B,8,3,False
6730,𫍣,tóng,T,8,3,False
6731,𬣳,hěn,H,8,3,False
6732,𬩽,xún,X,9,3,False
6733,鸤,shī,S,8,3,False
6734,弢,tāo,T,8,3,False
6735,弨,chāo,C,8,3,False
6736,陑,ér,É,8,3,False
6737,𬮿,gài,G,9,3,False
6738,陎,shū,S,8,3,False
6739,𬯀,jī,J,9,3,False
6740,卺,jǐn,J,8,3,False
6741,乸,nǎ,N,8,3,False
6742,妭,bá,B,8,3,False
6743,姈,líng,L,8,3,False
6744,𫰛,xíng,X,8,3,False
6745,迳,jìng,J,8,3,False
6746,叕,zhuó,Z,8,3,False
6747,𬳵,pī,P,8,3,False
6748,驵,zǎng,Z,8,3,False
6749,𬳶,jiōng,J,8,3,False
6750,䌹,jiǒng,J,11,3,False
6751,驺,zōu,Z,8,3,False
6752,𫠊,xuán,X,8,3,False
6753,绋,fú,F,8,3,False
6754,绐,dài,D,8,3,False
6755,砉,huā,H,9,3,False
6756,耔,zǐ,Z,9,3,False
6757,㛃,jié,J,9,3,False
6758,玶,píng,P,9,3,False
6759,珇,zǔ,Z,9,3,False
6760,珅,shēn,S,9,3,False
6761,𬍛,lì,L,9,3,False
6762,珋,liǔ,L,9,3,False
6763,玹,xuán,X,9,3,False
6764,珌,bì,B,9,3,False
6765,玿,sháo,S,9,3,False
6766,韨,fú,F,9,3,False
6767,垚,yáo,Y,9,3,False
6768,垯,da,D,9,3,False
6769,垙,guāng,G,9,3,False
6770,垲,kǎi,K,9,3,False
6771,埏,shān,S,9,3,False
6772,垍,jì,J,9,3,False
6773,耇,gǒu,G,9,3,False
6774,鿍,gàng,G,9,3,False
6775,垎,hè,H,9,3,False
6776,垴,nǎo,N,9,3,False
6777,垟,yáng,Y,9,3,False
6778,垞,chá,C,9,3,False
6779,挓,zhā,Z,9,3,False
6780,垵,ān,Ā,9,3,False
6781,垏,lǜ,L,9,3,False
6782,拶,zā|zǎn,Z,9,3,True
6783,荖,lǎo,L,9,3,False
6784,荁,huán,H,9,3,False
6785,荙,dá,D,9,3,False
6786,荛,ráo,R,9,3,False
6787,茈,cí|zǐ,C,9,3,True
6788,茽,zhòng,Z,9,3,False
6789,荄,gāi,G,9,3,False
6790,茺,chōng,C,9,3,False
6791,𬜬,màn,M,9,3,False
6792,荓,píng,P,9,3,False
6793,茳,jiāng,J,9,3,False
6794,𦰡,nà|nuó,N,11,3,True
6795,茛,gèn,G,9,3,False
6796,荭,hóng,H,9,3,False
6797,㭕,qū,Q,9,3,False
6798,柷,zhù,Z,9,3,False
6799,柃,líng,L,9,3,False
6800,柊,zhōng,Z,9,3,False
6801,枹,bāo,B,9,3,False
6802,栐,yǒng,Y,9,3,False
6803,柖,sháo,S,9,3,False
6804,郚,wú,W,9,3,False
6805,剅,lóu,L,9,3,False
6806,䴓,shī,S,15,3,False
6807,迺,nǎi,N,9,3,False
6808,厖,máng,M,9,3,False
6809,砆,fū,F,9,3,False
6810,砑,yà,Y,9,3,False
6811,砄,jué,J,9,3,False
6812,耏,ér|nài,É,9,3,True
6813,奓,zhā,Z,9,3,False
6814,䶮,yǎn,Y,9,3,False
6815,轵,zhǐ,Z,9,3,False
6816,轷,hū,H,9,3,False
6817,轹,lì,L,9,3,False
6818,轺,yáo,Y,9,3,False
6819,昺,bǐng,B,9,3,False
6820,𪾢,xiàn,X,9,3,False
6821,昽,lóng,L,9,3,False
6822,盷,tián,T,9,3,False
6823,咡,èr,È,9,3,False
6824,咺,xuān,X,9,3,False
6825,昳,dié,D,9,3,False
6826,昣,zhěn,Z,9,3,False
6827,哒,dā,D,9,3,False
6828,昤,líng,L,9,3,False
6829,昫,xù,X,9,3,False
6830,昡,xuàn,X,9,3,False
6831,咥,xì,X,9,3,False
6832,昪,biàn,B,9,3,False
6833,虷,gān|hán,G,9,3,True
6834,虸,zǐ,Z,9,3,False
6835,哃,tóng,T,9,3,False
6836,峘,huán,H,9,3,False
6837,耑,duān,D,9,3,False
6838,峛,liè,L,9,3,False
6839,𪨰,qū,Q,9,3,False
6840,峗,wéi,W,9,3,False
6841,峧,jiāo,J,9,3,False
6842,帡,píng,P,9,3,False
6843,钘,xíng,X,9,3,False
6844,𫓧,fū,F,9,3,False
6845,钜,jù,J,9,3,False
6846,𬬮,chǎng,C,9,3,False
6847,𬬱,jīn,J,9,3,False
6848,𬬭,lún,L,9,3,False
6849,钪,kàng,K,9,3,False
6850,钬,huǒ,H,9,3,False
6851,钭,dǒu,D,9,3,False
6852,矧,shěn,S,9,3,False
6853,秬,jù,J,9,3,False
6854,俫,lái,L,9,3,False
6855,舁,yú,Y,9,3,False
6856,俜,pīng,P,9,3,False
6857,俙,xī,X,9,3,False
6858,俍,liáng,L,9,3,False
6859,垕,hòu,H,9,3,False
6860,衎,kàn,K,9,3,False
6861,舣,yǐ,Y,9,3,False
6862,弇,yǎn,Y,9,3,False
6863,侴,chǒu,C,9,3,False
6864,鸧,cāng,C,9,3,False
6865,䏡,shì,S,9,3,False
6866,胠,qū,Q,9,3,False
6867,𦙶,gǔ,G,9,3,False
6868,胈,bá,B,9,3,False
6869,胩,kǎ,K,9,3,False
6870,胣,chǐ,C,9,3,False
6871,朏,fěi,F,9,3,False
6872,飐,zhǎn,Z,9,3,False
6873,訄,qiú,Q,9,3,False
6874,饻,xī,X,9,3,False
6875,庤,zhì,Z,9,3,False
6876,疢,chèn,C,9,3,False
6877,炣,kě,K,9,3,False
6878,炟,dá,D,9,3,False
6879,㶲,yòng,Y,9,3,False
6880,洭,kuāng,K,9,3,False
6881,洘,kǎo,K,9,3,False
6882,洓,qì,Q,9,3,False
6883,洿,wū,W,9,3,False
6884,㳚,xù,X,9,3,False
6885,泚,cǐ,C,9,3,False
6886,浈,zhēn,Z,9,3,False
6887,浉,shī,S,9,3,False
6888,洸,guāng,G,9,3,False
6889,洑,fú,F,9,3,False
6890,洢,yī,Y,9,3,False
6891,洈,wéi,W,9,3,False
6892,洚,jiàng,J,9,3,False
6893,洺,míng,M,9,3,False
6894,洨,xiáo,X,9,3,False
6895,浐,chǎn,C,9,3,False
6896,㳘,chōng,C,9,3,False
6897,洴,píng,P,9,3,False
6898,洣,mǐ,M,9,3,False
6899,恔,jiǎo,J,9,3,False
6900,宬,chéng,C,9,3,False
6901,窀,zhūn,Z,9,3,False
6902,扂,diàn,D,9,3,False
6903,袆,huī,H,9,3,False
6904,祏,shí,S,9,3,False
6905,祐,yòu,Y,9,3,False
6906,祕,mì,M,9,3,False
6907,叚,xiá,X,9,3,False
6908,陧,niè,N,9,3,False
6909,陞,shēng,S,9,3,False
6910,娀,sōng,S,9,3,False
6911,姞,jí,J,9,3,False
6912,姱,kuā,K,9,3,False
6913,姤,gòu,G,9,3,False
6914,姶,è,È,9,3,False
6915,姽,guǐ,G,9,3,False
6916,枲,xǐ,X,9,3,False
6917,绖,dié,D,9,3,False
6918,骃,yīn,Y,9,3,False
6919,𬘡,yīn,Y,9,3,False
6920,𬳽,shēn,S,9,3,False
6921,𬘩,tīng,T,9,3,False
6922,𫄧,yán,Y,10,3,False
6923,彖,tuàn,T,9,3,False
6924,骉,biāo,B,9,3,False
6925,恝,jiá,J,10,3,False
6926,珪,guī,G,10,3,False
6927,珛,xiù,X,10,3,False
6928,珹,chéng,C,10,3,False
6929,琊,yá,Y,10,3,False
6930,玼,cǐ,C,10,3,False
6931,珖,guāng,G,10,3,False
6932,𪟝,jì,J,10,3,False
6933,珽,tǐng,T,10,3,False
6934,珦,xiàng,X,10,3,False
6935,珫,chōng,C,10,3,False
6936,珒,jīn,J,10,3,False
6937,𬍤,xún,X,10,3,False
6938,珢,yín,Y,10,3,False
6939,珕,lì,L,10,3,False
6940,珝,xǔ,X,10,3,False
6941,𫭼,láo,L,10,3,False
6942,埗,bù,B,10,3,False
6943,垾,hàn,H,10,3,False
6944,垺,fú,F,10,3,False
6945,埆,què,Q,10,3,False
6946,垿,xù,X,10,3,False
6947,埌,làng,L,10,3,False
6948,埇,yǒng,Y,10,3,False
6949,莰,kǎn,K,10,3,False
6950,茝,chǎi,C,10,3,False
6951,𬜯,liǎng,L,10,3,False
6952,鄀,ruò,R,10,3,False
6953,莶,xiān,X,10,3,False
6954,莝,cuò,C,10,3,False
6955,䓖,qióng,Q,11,3,False
6956,莙,jūn,J,10,3,False
6957,栻,shì,S,10,3,False
6958,桠,yā,Y,10,3,False
6959,𬂩,jiā,J,10,3,False
6960,桄,guāng|guàng,G,10,3,True
6961,梠,lǚ,L,10,3,False
6962,栴,zhān,Z,10,3,False
6963,梴,chān,C,10,3,False
6964,栒,xún,X,10,3,False
6965,酎,zhòu,Z,10,3,False
6966,酏,yǐ,Y,10,3,False
6967,𫠆,kuǐ,K,10,3,False
6968,砵,bō,B,10,3,False
6969,砠,jū,J,10,3,False
6970,砫,zhù,Z,10,3,False
6971,砬,lá,L,10,3,False
6972,硁,kēng,K,10,3,False
6973,恧,nǜ,N,10,3,False
6974,翃,hóng,H,10,3,False
6975,郪,qī,Q,10,3,False
6976,𨐈,guāng,G,10,3,False
6977,辀,zhōu,Z,10,3,False
6978,辁,quán,Q,10,3,False
6979,𬌗,hé,H,10,3,False
6980,剕,fèi,F,10,3,False
6981,赀,zī,Z,10,3,False
6982,哢,lòng,L,10,3,False
6983,晅,xuǎn,X,10,3,False
6984,晊,zhì,Z,10,3,False
6985,唝,hǒng,H,10,3,False
6986,哳,zhā,Z,10,3,False
6987,哱,bō,B,10,3,False
6988,冔,xǔ,X,10,3,False
6989,晔,yè,Y,10,3,False
6990,晐,gāi,G,10,3,False
6991,晖,huī,H,10,3,False
6992,畖,wā,W,10,3,False
6993,蚄,fāng,F,10,3,False
6994,蚆,bā,B,10,3,False
6995,𫑡,méng,M,10,3,False
6996,帱,chóu|dào,C,10,3,True
6997,崁,kàn,K,10,3,False
6998,峿,wú,W,10,3,False
6999,𪨶,shē,S,10,3,False
7000,崄,xiǎn,X,10,3,False
7001,帨,shuì,S,10,3,False
7002,崀,làng,L,10,3,False
7003,赆,jìn,J,10,3,False
7004,𬬸,shù,S,10,3,False
7005,钷,pǒ,P,10,3,False
7006,𬬻,lú,L,10,3,False
7007,𬬹,shén,S,10,3,False
7008,𬬿,zhāo,Z,10,3,False
7009,𬭁,mǔ,M,10,3,False
7010,眚,shěng,S,10,3,False
7011,甡,shēn,S,10,3,False
7012,笫,zǐ,Z,10,3,False
7013,倻,yē,Y,10,3,False
7014,倴,bèn,B,10,3,False
7015,脩,xiū,X,10,3,False
7016,倮,luǒ,L,10,3,False
7017,倕,chuí,C,10,3,False
7018,倞,jìng,J,10,3,False
7019,𫢸,dàn,D,10,3,False
7020,倓,tán,T,10,3,False
7021,倧,zōng,Z,10,3,False
7022,衃,pēi,P,10,3,False
7023,虒,sī,S,10,3,False
7024,舭,bǐ,B,10,3,False
7025,舯,zhōng,Z,10,3,False
7026,舥,pā,P,10,3,False
7027,瓞,dié,D,10,3,False
7028,鬯,chàng,C,10,3,False
7029,鸰,líng,L,10,3,False
7030,脎,sà,S,10,3,False
7031,朓,tiǎo,T,10,3,False
7032,胲,hǎi,H,10,3,False
7033,虓,xiāo,X,10,3,False
7034,鱽,dāo,D,10,3,False
7035,狴,bì,B,10,3,False
7036,峱,náo,N,10,3,False
7037,狻,suān,S,10,3,False
7038,眢,yuān,Y,10,3,False
7039,𫗧,sù,S,10,3,False
7040,勍,qíng,Q,10,3,False
7041,痄,zhà,Z,10,3,False
7042,疰,zhù,Z,10,3,False
7043,痃,xuán,X,10,3,False
7044,竘,qǔ,Q,10,3,False
7045,羖,gǔ,G,10,3,False
7046,羓,bā,B,10,3,False
7047,桊,juàn,J,10,3,False
7048,敉,mǐ,M,10,3,False
7049,烠,huí,H,10,3,False
7050,烔,tóng,T,10,3,False
7051,烶,tǐng,T,10,3,False
7052,烻,shān,S,10,3,False
7053,𬊈,xún,X,10,3,False
7054,涍,xiào,X,10,3,False
7055,浡,bó,B,10,3,False
7056,浭,gēng,G,10,3,False
7057,浬,lǐ,L,10,3,False
7058,涄,pīng,P,10,3,False
7059,涢,yún,Y,10,3,False
7060,涐,é,É,10,3,False
7061,浰,lì|liàn,L,10,3,True
7062,浟,yóu,Y,10,3,False
7063,浛,hán,H,10,3,False
7064,浼,měi,M,10,3,False
7065,浲,féng,F,10,3,False
7066,涘,sì,S,10,3,False
7067,悈,jiè,J,10,3,False
7068,悃,kǔn,K,10,3,False
7069,悢,liàng,L,10,3,False
7070,𬒈,què,Q,10,3,False
7071,宧,yí,Y,10,3,False
7072,窅,yǎo,Y,10,3,False
7073,窊,wā,W,10,3,False
7074,窎,diào,D,10,3,False
7075,扅,yí,Y,10,3,False
7076,扆,yǐ,Y,10,3,False
7077,袪,qū,Q,10,3,False
7078,袗,zhěn,Z,10,3,False
7079,袯,bó,B,10,3,False
7080,祧,tiāo,T,10,3,False
7081,隺,hè,H,10,3,False
7082,堲,jí,J,10,3,False
7083,疍,dàn,D,10,3,False
7084,𨺙,nì,N,10,3,False
7085,陴,pí,P,10,3,False
7086,烝,zhēng,Z,10,3,False
7087,砮,nǔ,N,10,3,False
7088,㛚,tǒng,T,10,3,False
7089,哿,gě,G,10,3,False
7090,翀,chōng,C,10,3,False
7091,翂,fēn,F,10,3,False
7092,剟,duō,D,10,3,False
7093,𬳿,tú,T,10,3,False
7094,𫄨,chī,C,10,3,False
7095,绤,xì,X,10,3,False
7096,骍,xīng,X,10,3,False
7097,𬘫,huán,H,10,3,False
7098,䂮,lüè,L,11,3,False
7099,琎,jìn,J,11,3,False
7100,珸,wú,W,11,3,False
7101,珵,chéng,C,11,3,False
7102,琄,xuàn,X,11,3,False
7103,琈,fú,F,11,3,False
7104,琀,hán,H,11,3,False
7105,珺,jùn,J,11,3,False
7106,掭,tiàn,T,11,3,False
7107,堎,lèng,L,11,3,False
7108,堐,yá,Y,11,3,False
7109,埼,qí,Q,11,3,False
7110,掎,jǐ,J,11,3,False
7111,埫,tǎng,T,11,3,False
7112,堌,gù,G,11,3,False
7113,晢,zhé,Z,11,3,False
7114,𫮃,shàn,S,11,3,False
7115,掞,yàn,Y,11,3,False
7116,埪,kōng,K,11,3,False
7117,壸,kǔn,K,11,3,False
7118,㙍,duō,D,11,3,False
7119,聍,níng,N,11,3,False
7120,菝,bá,B,11,3,False
7121,萚,tuò,T,11,3,False
7122,菥,xī,X,11,3,False
7123,莿,cì,C,11,3,False
7124,䓫,qí,Q,12,3,False
7125,勚,yì,Y,11,3,False
7126,䓬,zhuó,Z,12,3,False
7127,萆,bì,B,11,3,False
7128,菂,dì,D,11,3,False
7129,菍,niè,N,11,3,False
7130,菼,tǎn,T,11,3,False
7131,萣,dìng,D,11,3,False
7132,䓨,yīng,Y,12,3,False
7133,菉,lù,L,11,3,False
7134,䓛,qū,Q,12,3,False
7135,梼,táo,T,11,3,False
7136,梽,zhì,Z,11,3,False
7137,桲,bó|po,B,11,3,True
7138,梾,lái,L,11,3,False
7139,桯,tīng,T,11,3,False
7140,梣,chén|qín,C,11,3,True
7141,梌,tú,T,11,3,False
7142,桹,láng,L,11,3,False
7143,敔,yǔ,Y,11,3,False
7144,厣,yǎn,Y,11,3,False
7145,硔,gǒng,G,11,3,False
7146,鿎,dá|tǎ,D,11,3,True
7147,硙,wèi,W,11,3,False
7148,硚,qiáo,Q,11,3,False
7149,硊,huì,H,11,3,False
7150,硍,yín,Y,11,3,False
7151,勔,miǎn,M,11,3,False
7152,䴕,liè,L,17,3,False
7153,龁,hé,H,11,3,False
7154,逴,chuō,C,11,3,False
7155,唪,fěng,F,11,3,False
7156,啫,zhě,Z,11,3,False
7157,翈,xiá,X,11,3,False
7158,㫰,làng,L,11,3,False
7159,晙,jùn,J,11,3,False
7160,畤,zhì,Z,11,3,False
7161,𬱖,dí,D,11,3,False
7162,趼,jiǎn,J,11,3,False
7163,跂,qí,Q,11,3,False
7164,蛃,bǐng,B,11,3,False
7165,蚲,píng,P,11,3,False
7166,𬟽,dōng,D,11,3,False
7167,蚺,rán,R,11,3,False
7168,啴,chǎn,C,11,3,False
7169,䎃,rǎn,R,11,3,False
7170,崧,sōng,S,11,3,False
7171,崟,yín,Y,11,3,False
7172,崞,guō,G,11,3,False
7173,崒,zú,Z,11,3,False
7174,崌,jū,J,11,3,False
7175,崡,hán,H,11,3,False
7176,铏,xíng,X,11,3,False
7177,𫓯,jī,J,11,3,False
7178,𫟹,hóng,H,11,3,False
7179,铕,yǒu,Y,11,3,False
7180,𫟼,dá,D,12,3,False
7181,铖,chéng,C,11,3,False
7182,铘,yé,Y,11,3,False
7183,铚,zhì,Z,11,3,False
7184,铞,diào,D,11,3,False
7185,铥,diū,D,11,3,False
7186,铴,tāng,T,11,3,False
7187,牻,máng,M,11,3,False
7188,牿,gù,G,11,3,False
7189,稆,lǚ,L,11,3,False
7190,笱,gǒu,G,11,3,False
7191,笯,nú,N,11,3,False
7192,偰,xiè,X,11,3,False
7193,偡,zhàn,Z,11,3,False
7194,鸺,xiū,X,11,3,False
7195,偭,miǎn,M,11,3,False
7196,偲,cāi,C,11,3,False
7197,偁,chēng,C,11,3,False
7198,㿠,huàng,H,11,3,False
7199,鄅,yǔ,Y,11,3,False
