id,char,pinyin,initial,strokes,level,polyphonic
3777,沨,fēng,F,7,2,False
3778,汴,biàn,B,7,2,False
3779,汶,wèn,W,7,2,False
3780,沆,hàng,H,7,2,False
3781,沩,wéi,W,7,2,False
3782,泐,lè,L,7,2,False
3783,怃,wǔ,W,7,2,False
3784,怄,òu,Ò,7,2,False
3785,忡,chōng,C,7,2,False
3786,忤,wǔ,W,7,2,False
3787,忾,kài,K,7,2,False
3788,怅,chàng,C,7,2,False
3789,忻,xīn,X,7,2,False
3790,忪,sōng,S,7,2,False
3791,怆,chuàng,C,7,2,False
3792,忭,biàn,B,7,2,False
3793,忸,niǔ,N,7,2,False
3794,诂,gǔ,G,7,2,False
3795,诃,hē,H,7,2,False
3796,诅,zǔ,Z,7,2,False
3797,诋,dǐ,D,7,2,False
3798,诌,zhōu,Z,7,2,False
3799,诏,zhào,Z,7,2,False
3800,诒,yí,Y,7,2,False
3801,孜,zī,Z,7,2,False
3802,陇,lǒng,L,7,2,False
3803,陀,tuó,T,7,2,False
3804,陂,pí,P,7,2,False
3805,陉,xíng,X,7,2,False
3806,妍,yán,Y,7,2,False
3807,妩,wǔ,W,7,2,False
3808,妪,yù,Y,7,2,False
3809,妣,bǐ,B,7,2,False
3810,妊,rèn,R,7,2,False
3811,妗,jìn,J,7,2,False
3812,妫,guī,G,7,2,False
3813,妞,niū,N,7,2,False
3814,姒,sì,S,7,2,False
3815,妤,yú,Y,7,2,False
3816,邵,shào,S,7,2,False
3817,劭,shào,S,7,2,False
3818,刭,jǐng,J,7,2,False
3819,甬,yǒng,Y,7,2,False
3820,邰,tái,T,7,2,False
3821,纭,yún,Y,7,2,False
3822,纰,pī,P,7,2,False
3823,纴,rèn,R,7,2,False
3824,纶,guān|lún,G,7,2,True
3825,纾,shū,S,7,2,False
3826,玮,wěi,W,8,2,False
3827,玡,yá,Y,8,2,False
3828,玭,pín,P,8,2,False
3829,玠,jiè,J,8,2,False
3830,玢,bīn|fēn,B,8,2,True
3831,玥,yuè,Y,8,2,False
3832,玦,jué,J,8,2,False
3833,盂,yú,Y,8,2,False
3834,忝,tiǎn,T,8,2,False
3835,匦,guǐ,G,8,2,False
3836,坩,gān,G,8,2,False
3837,抨,pēng,P,8,2,False
3838,拤,qiá,Q,8,2,False
3839,坫,diàn,D,8,2,False
3840,拈,niān,N,8,2,False
3841,垆,lú,L,8,2,False
3842,抻,chēn,C,8,2,False
3843,劼,jié,J,8,2,False
3844,拃,zhǎ,Z,8,2,False
3845,拊,fǔ,F,8,2,False
3846,坼,chè,C,8,2,False
3847,坻,dǐ,D,8,2,False
3848,㧟,kuǎi,K,8,2,False
3849,坨,tuó,T,8,2,False
3850,坭,ní,N,8,2,False
3851,抿,mǐn,M,8,2,False
3852,坳,ào,À,8,2,False
3853,耶,yē|yé,Y,8,2,True
3854,苷,gān,G,8,2,False
3855,苯,běn,B,8,2,False
3856,苤,piě,P,8,2,False
3857,茏,lóng,L,8,2,False
3858,苫,shān|shàn,S,8,2,True
3859,苜,mù,M,8,2,False
3860,苴,jū,J,8,2,False
3861,苒,rǎn,R,8,2,False
3862,苘,qǐng,Q,8,2,False
3863,茌,chí,C,8,2,False
3864,苻,fú,F,8,2,False
3865,苓,líng,L,8,2,False
3866,茚,yìn,Y,8,2,False
3867,茆,máo,M,8,2,False
3868,茑,niǎo,N,8,2,False
3869,茓,xué,X,8,2,False
3870,茔,yíng,Y,9,2,False
3871,茕,qióng,Q,8,2,False
3872,茀,fú,F,8,2,False
3873,苕,sháo,S,8,2,False
3874,枥,lì,L,8,2,False
3875,枇,pí,P,8,2,False
3876,杪,miǎo,M,8,2,False
3877,杳,yǎo,Y,8,2,False
3878,枧,jiǎn,J,8,2,False
3879,杵,chǔ,C,8,2,False
3880,枨,chéng,C,8,2,False
3881,枞,cōng|zōng,C,8,2,True
3882,枋,fāng,F,8,2,False
3883,杻,chǒu|niǔ,C,8,2,True
3884,杷,pá,P,8,2,False
3885,杼,zhù,Z,8,2,False
3886,矸,gān,G,8,2,False
3887,砀,dàng,D,8,2,False
3888,刳,kū,K,8,2,False
3889,奄,yǎn,Y,8,2,False
3890,瓯,ōu,Ō,8,2,False
3891,殁,mò,M,8,2,False
3892,郏,jiá,J,8,2,False
3893,轭,è,È,8,2,False
3894,郅,zhì,Z,8,2,False
3895,鸢,yuān,Y,8,2,False
3896,盱,xū,X,8,2,False
3897,昊,hào,H,8,2,False
3898,昙,tán,T,8,2,False
3899,杲,gǎo,G,8,2,False
3900,昃,zè,Z,8,2,False
3901,咂,zā,Z,8,2,False
3902,呸,pēi,P,8,2,False
3903,昕,xīn,X,8,2,False
3904,昀,yún,Y,8,2,False
3905,旻,mín,M,8,2,False
3906,昉,fǎng,F,8,2,False
3907,炅,guì|jiǒng,G,8,2,True
3908,咔,kā|kǎ,K,8,2,True
3909,畀,bì,B,8,2,False
3910,虮,jǐ,J,8,2,False
3911,咀,jǔ|zuǐ,J,8,2,True
3912,呷,xiā,X,8,2,False
3913,黾,mǐn,M,8,2,False
3914,呱,gū|guā,G,8,2,True
3915,呤,lìng,L,8,2,False
3916,咚,dōng,D,8,2,False
3917,咆,páo,P,8,2,False
3918,咛,níng,N,8,2,False
3919,呶,náo,N,8,2,False
3920,呣,ḿ|m̀,Ḿ,8,2,True
3921,呦,yōu,Y,8,2,False
3922,咝,sī,S,8,2,False
3923,岢,kě,K,8,2,False
3924,岿,kuī,K,8,2,False
3925,岬,jiǎ,J,8,2,False
3926,岫,xiù,X,8,2,False
3927,帙,zhì,Z,8,2,False
3928,岣,gǒu,G,8,2,False
3929,峁,mǎo,M,8,2,False
3930,刿,guì,G,8,2,False
3931,迥,jiǒng,J,8,2,False
3932,岷,mín,M,8,2,False
3933,剀,kǎi,K,8,2,False
3934,帔,pèi,P,8,2,False
3935,峄,yì,Y,8,2,False
3936,沓,dá|tà,D,8,2,True
3937,囹,líng,L,8,2,False
3938,罔,wǎng,W,8,2,False
3939,钍,tǔ,T,8,2,False
3940,钎,qiān,Q,8,2,False
3941,钏,chuàn,C,8,2,False
3942,钒,fán,F,8,2,False
3943,钕,nǚ,N,8,2,False
3944,钗,chāi,C,8,2,False
3945,邾,zhū,Z,8,2,False
3946,迮,zé,Z,8,2,False
3947,牦,máo,M,8,2,False
3948,竺,zhú,Z,8,2,False
3949,迤,yí|yǐ,Y,8,2,True
3950,佶,jí,J,8,2,False
3951,佬,lǎo,L,8,2,False
3952,佰,bǎi,B,8,2,False
3953,侑,yòu,Y,8,2,False
3954,侉,kuǎ,K,8,2,False
3955,臾,yú,Y,8,2,False
3956,岱,dài,D,8,2,False
3957,侗,dòng,D,8,2,False
3958,侃,kǎn,K,8,2,False
3959,侏,zhū,Z,8,2,False
3960,侩,kuài,K,8,2,False
3961,佻,tiāo,T,8,2,False
3962,佾,yì,Y,8,2,False
3963,侪,chái,C,8,2,False
3964,佼,jiǎo,J,8,2,False
3965,佯,yáng,Y,8,2,False
3966,侬,nóng,N,8,2,False
3967,帛,bó,B,8,2,False
3968,阜,fù,F,8,2,False
3969,侔,móu,M,8,2,False
3970,徂,cú,C,8,2,False
3971,刽,guì,G,8,2,False
3972,郄,qiè,Q,8,2,False
3973,怂,sǒng,S,8,2,False
3974,籴,dí,D,8,2,False
3975,瓮,wèng,W,8,2,False
3976,戗,qiāng|qiàng,Q,8,2,True
3977,肼,jǐng,J,8,2,False
3978,䏝,zhuān,Z,8,2,False
3979,肽,tài,T,8,2,False
3980,肱,gōng,G,8,2,False
3981,肫,zhūn,Z,8,2,False
3982,剁,duò,D,8,2,False
3983,迩,ěr,Ě,8,2,False
3984,郇,huán|xún,H,8,2,True
3985,狙,jū,J,8,2,False
3986,狎,xiá,X,8,2,False
3987,狍,páo,P,8,2,False
3988,狒,fèi,F,8,2,False
3989,咎,jiù,J,8,2,False
3990,炙,zhì,Z,8,2,False
3991,枭,xiāo,X,8,2,False
3992,饯,jiàn,J,8,2,False
3993,饴,yí,Y,8,2,False
3994,冽,liè,L,8,2,False
3995,冼,xiǎn,X,8,2,False
3996,庖,páo,P,8,2,False
3997,疠,lì,L,8,2,False
3998,疝,shàn,S,8,2,False
3999,疡,yáng,Y,8,2,False
4000,兖,yǎn,Y,8,2,False
4001,妾,qiè,Q,8,2,False
4002,劾,hé,H,8,2,False
4003,炜,wěi,W,8,2,False
4004,𬉼,ǒu,Ǒ,8,2,False
4005,炖,dùn,D,8,2,False
4006,炘,xīn,X,8,2,False
4007,炝,qiàng,Q,8,2,False
4008,炔,quē,Q,8,2,False
4009,泔,gān,G,8,2,False
4010,沭,shù,S,8,2,False
4011,泷,lóng|shuāng,L,8,2,True
4012,泸,lú,L,8,2,False
4013,泱,yāng,Y,8,2,False
4014,泅,qiú,Q,8,2,False
4015,泗,sì,S,8,2,False
4016,泠,líng,L,8,2,False
4017,泺,luò,L,8,2,False
4018,泖,mǎo,M,8,2,False
4019,泫,xuàn,X,8,2,False
4020,泮,pàn,P,8,2,False
4021,沱,tuó,T,8,2,False
4022,泯,mǐn,M,8,2,False
4023,泓,hóng,H,8,2,False
4024,泾,jīng,J,8,2,False
4025,怙,hù,H,8,2,False
4026,怵,chù,C,8,2,False
4027,怦,pēng,P,8,2,False
4028,怛,dá,D,8,2,False
4029,怏,yàng,Y,8,2,False
4030,怍,zuò,Z,8,2,False
4031,㤘,zhòu,Z,8,2,False
4032,怩,ní,N,8,2,False
4033,怫,fú,F,8,2,False
4034,怿,yì,Y,8,2,False
4035,宕,dàng,D,8,2,False
4036,穹,qióng,Q,8,2,False
4037,宓,fú|mì,F,8,2,True
4038,诓,kuāng,K,8,2,False
4039,诔,lěi,L,8,2,False
4040,诖,guà,G,8,2,False
4041,诘,jié,J,8,2,False
4042,戾,lì,L,8,2,False
4043,诙,huī,H,8,2,False
4044,戽,hù,H,8,2,False
4045,郓,yùn,Y,8,2,False
4046,衩,chǎ|chà,C,8,2,True
4047,祆,xiān,X,8,2,False
4048,祎,yī,Y,8,2,False
4049,祉,zhǐ,Z,8,2,False
4050,祇,qí,Q,8,2,False
4051,诛,zhū,Z,8,2,False
4052,诜,shēn,S,8,2,False
4053,诟,gòu,G,8,2,False
4054,诠,quán,Q,8,2,False
4055,诣,yì,Y,8,2,False
4056,诤,zhèng,Z,8,2,False
4057,诧,chà,C,8,2,False
4058,诨,hùn,H,8,2,False
4059,诩,xǔ,X,8,2,False
4060,戕,qiāng,Q,8,2,False
4061,孢,bāo,B,8,2,False
4062,亟,jí|qì,J,8,2,True
4063,陔,gāi,G,8,2,False
4064,妲,dá,D,8,2,False
4065,妯,zhóu,Z,8,2,False
4066,姗,shān,S,8,2,False
4067,帑,tǎng,T,8,2,False
4068,弩,nǔ,N,8,2,False
4069,孥,nú,N,8,2,False
4070,驽,nú,N,8,2,False
4071,虱,shī,S,8,2,False
4072,迦,jiā,J,8,2,False
4073,迨,dài,D,8,2,False
4074,绀,gàn,G,8,2,False
4075,绁,xiè,X,8,2,False
4076,绂,fú,F,8,2,False
4077,驷,sì,S,8,2,False
4078,驸,fù,F,8,2,False
4079,绉,zhòu,Z,8,2,False
4080,绌,chù,C,8,2,False
4081,驿,yì,Y,8,2,False
4082,骀,dài|tái,D,8,2,True
4083,甾,zāi,Z,8,2,False
4084,珏,jué,J,9,2,False
4085,珐,fà,F,9,2,False
4086,珂,kē,K,9,2,False
4087,珑,lóng,L,9,2,False
4088,玳,dài,D,9,2,False
4089,珀,pò,P,9,2,False
4090,顸,hān,H,9,2,False
4091,珉,mín,M,9,2,False
4092,珈,jiā,J,9,2,False
4093,拮,jié,J,9,2,False
4094,垭,yā,Y,9,2,False
4095,挝,wō,W,9,2,False
4096,垣,yuán,Y,9,2,False
4097,挞,tà,T,9,2,False
4098,垤,dié,D,9,2,False
4099,赳,jiū,J,9,2,False
4100,贲,bēn,B,9,2,False
4101,垱,dàng,D,9,2,False
4102,垌,dòng|tóng,D,9,2,True
4103,郝,hǎo,H,9,2,False
4104,垧,shǎng,S,9,2,False
4105,垓,gāi,G,9,2,False
4106,挦,xián,X,9,2,False
4107,垠,yín,Y,9,2,False
4108,茜,qiàn|xī,Q,9,2,True
4109,荚,jiá,J,9,2,False
4110,荑,tí|yí,T,9,2,True
4111,贳,shì,S,9,2,False
4112,荜,bì,B,9,2,False
4113,莒,jǔ,J,9,2,False
4114,茼,tóng,T,9,2,False
4115,茴,huí,H,9,2,False
4116,茱,zhū,Z,9,2,False
4117,莛,tíng,T,9,2,False
4118,荞,qiáo,Q,9,2,False
4119,茯,fú,F,9,2,False
4120,荏,rěn,R,9,2,False
4121,荇,xìng,X,9,2,False
4122,荃,quán,Q,9,2,False
4123,荟,huì,H,9,2,False
4124,荀,xún,X,9,2,False
4125,茗,míng,M,9,2,False
4126,荠,jì|qí,J,9,2,True
4127,茭,jiāo,J,9,2,False
4128,茨,cí,C,9,2,False
4129,垩,è,È,9,2,False
4130,荥,xíng|yíng,X,10,2,True
4131,荦,luò,L,10,2,False
4132,荨,qián|xún,Q,9,2,True
4133,荩,jìn,J,9,2,False
4134,剋,kēi,K,9,2,False
4135,荪,sūn,S,9,2,False
4136,茹,rú,R,9,2,False
4137,荬,mǎi,M,9,2,False
4138,荮,zhòu,Z,9,2,False
4139,柰,nài,N,9,2,False
4140,栉,zhì,Z,9,2,False
4141,柯,kē,K,9,2,False
4142,柘,zhè,Z,9,2,False
4143,栊,lóng,L,9,2,False
4144,柩,jiù,J,9,2,False
4145,枰,píng,P,9,2,False
4146,栌,lú,L,9,2,False
4147,柙,xiá,X,9,2,False
4148,枵,xiāo,X,9,2,False
4149,柚,yóu|yòu,Y,9,2,True
4150,枳,zhǐ,Z,9,2,False
4151,柞,zhà|zuò,Z,9,2,True
4152,柝,tuò,T,9,2,False
4153,栀,zhī,Z,9,2,False
4154,柢,dǐ,D,9,2,False
4155,栎,lì|yuè,L,9,2,True
4156,枸,gōu|gǒu|jǔ,G,9,2,True
4157,柈,bàn,B,9,2,False
4158,柁,tuó,T,9,2,False
4159,枷,jiā,J,9,2,False
4160,柽,chēng,C,9,2,False
4161,剌,là,L,9,2,False
4162,酊,dīng|dǐng,D,9,2,True
4163,郦,lì,L,9,2,False
4164,甭,béng,B,9,2,False
4165,砗,chē,C,9,2,False
4166,砘,dùn,D,9,2,False
4167,砒,pī,P,9,2,False
4168,斫,zhuó,Z,9,2,False
4169,砭,biān,B,9,2,False
4170,砜,fēng,F,9,2,False
4171,奎,kuí,K,9,2,False
4172,耷,dā,D,9,2,False
4173,虺,huǐ,H,9,2,False
4174,殂,cú,C,9,2,False
4175,殇,shāng,S,9,2,False
4176,殄,tiǎn,T,9,2,False
4177,殆,dài,D,9,2,False
4178,轱,gū,G,9,2,False
4179,轲,kē,K,9,2,False
4180,轳,lú,L,9,2,False
4181,轶,yì,Y,9,2,False
4182,轸,zhěn,Z,9,2,False
4183,虿,chài,C,9,2,False
4184,毖,bì,B,9,2,False
4185,觇,chān,C,9,2,False
4186,尜,gá,G,9,2,False
4187,哐,kuāng,K,9,2,False
4188,眄,miàn,M,9,2,False
4189,眍,kōu,K,9,2,False
4190,𠳐,bāng,B,10,2,False
4191,郢,yǐng,Y,9,2,False
4192,眇,miǎo,M,9,2,False
4193,眊,mào,M,9,2,False
4194,眈,dān,D,9,2,False
4195,禺,yú,Y,9,2,False
4196,哂,shěn,S,9,2,False
4197,咴,huī,H,9,2,False
4198,曷,hé,H,9,2,False
4199,昴,mǎo,M,9,2,False
4200,昱,yù,Y,9,2,False
4201,昵,nì,N,9,2,False
4202,咦,yí,Y,9,2,False
4203,哓,xiāo,X,9,2,False
4204,哔,bì,B,9,2,False
4205,畎,quǎn,Q,9,2,False
4206,毗,pí,P,9,2,False
4207,呲,cī,C,9,2,False
4208,胄,zhòu,Z,9,2,False
4209,畋,tián,T,9,2,False
4210,畈,fàn,F,9,2,False
4211,虼,gè,G,9,2,False
4212,虻,méng,M,9,2,False
4213,盅,zhōng,Z,9,2,False
4214,咣,guāng,G,9,2,False
4215,哕,huì|yuě,H,9,2,True
4216,剐,guǎ,G,9,2,False
4217,郧,yún,Y,9,2,False
4218,咻,xiū,X,9,2,False
4219,囿,yòu,Y,9,2,False
4220,咿,yī,Y,9,2,False
4221,哌,pài,P,9,2,False
4222,哙,kuài,K,9,2,False
4223,哚,duǒ,D,9,2,False
4224,咯,gē|kǎ|lo|luò,G,9,2,True
4225,咩,miē,M,9,2,False
4226,咤,zhà,Z,9,2,False
4227,哝,nóng,N,9,2,False
4228,哏,gén,G,9,2,False
4229,哞,mōu,M,9,2,False
4230,峙,shì|zhì,S,9,2,True
4231,峣,yáo,Y,9,2,False
4232,罘,fú,F,9,2,False
4233,帧,zhēn,Z,9,2,False
4234,峒,dòng|tóng,D,9,2,True
4235,峤,jiào|qiáo,J,9,2,True
4236,峋,xún,X,9,2,False
4237,峥,zhēng,Z,9,2,False
4238,贶,kuàng,K,9,2,False
4239,钚,bù,B,9,2,False
4240,钛,tài,T,9,2,False
4241,钡,bèi,B,9,2,False
4242,钣,bǎn,B,9,2,False
4243,钤,qián,Q,9,2,False
4244,钨,wū,W,9,2,False
4245,钫,fāng,F,9,2,False
4246,钯,bǎ,B,9,2,False
4247,氡,dōng,D,9,2,False
4248,氟,fú,F,9,2,False
4249,牯,gǔ,G,9,2,False
4250,郜,gào,G,9,2,False
4251,秕,bǐ,B,9,2,False
4252,秭,zǐ,Z,9,2,False
4253,竽,yú,Y,9,2,False
4254,笈,jí,J,9,2,False
4255,笃,dǔ,D,9,2,False
4256,俦,chóu,C,9,2,False
4257,俨,yǎn,Y,9,2,False
4258,俅,qiú,Q,9,2,False
4259,俪,lì,L,9,2,False
4260,叟,sǒu,S,9,2,False
4261,垡,fá,F,9,2,False
4262,牮,jiàn,J,9,2,False
4263,俣,yǔ,Y,9,2,False
4264,俚,lǐ,L,9,2,False
4265,皈,guī,G,9,2,False
4266,俑,yǒng,Y,9,2,False
4267,俟,qí|sì,Q,9,2,True
4268,逅,hòu,H,9,2,False
4269,徇,xùn,X,9,2,False
4270,徉,yáng,Y,9,2,False
4271,舢,shān,S,9,2,False
4272,俞,yú,Y,9,2,False
4273,郗,xī,X,9,2,False
4274,俎,zǔ,Z,9,2,False
4275,郤,xì,X,9,2,False
4276,爰,yuán,Y,9,2,False
4277,郛,fú,F,9,2,False
4278,瓴,líng,L,9,2,False
4279,胨,dòng,D,9,2,False
4280,胪,lú,L,9,2,False
4281,胛,jiǎ,J,9,2,False
4282,胂,shèn,S,9,2,False
4283,胙,zuò,Z,9,2,False
4284,胍,guā,G,9,2,False
4285,胗,zhēn,Z,9,2,False
4286,胝,zhī,Z,9,2,False
4287,朐,qú,Q,9,2,False
4288,胫,jìng,J,9,2,False
4289,鸨,bǎo,B,9,2,False
4290,匍,pú,P,9,2,False
4291,狨,róng,R,9,2,False
4292,狯,kuài,K,9,2,False
4293,飑,biāo,B,9,2,False
4294,狩,shòu,S,9,2,False
4295,狲,sūn,S,9,2,False
4296,訇,hōng,H,9,2,False
4297,逄,páng,P,9,2,False
4298,昝,zǎn,Z,9,2,False
4299,饷,xiǎng,X,9,2,False
4300,饸,hé,H,9,2,False
4301,饹,gē|le,G,9,2,True
4302,胤,yìn,Y,9,2,False
4303,孪,luán,L,9,2,False
4304,娈,luán,L,9,2,False
4305,弈,yì,Y,9,2,False
4306,奕,yì,Y,9,2,False
4307,庥,xiū,X,9,2,False
4308,疬,lì,L,9,2,False
4309,疣,yóu,Y,9,2,False
4310,疥,jiè,J,9,2,False
4311,疭,zòng,Z,9,2,False
4312,庠,xiáng,X,9,2,False
4313,竑,hóng,H,9,2,False
4314,彦,yàn,Y,9,2,False
4315,飒,sà,S,9,2,False
4316,闼,tà,T,9,2,False
4317,闾,lǘ,L,9,2,False
4318,闿,kǎi,K,9,2,False
4319,阂,hé,H,9,2,False
4320,羑,yǒu,Y,9,2,False
4321,迸,bèng,B,9,2,False
4322,籼,xiān,X,9,2,False
4323,酋,qiú,Q,9,2,False
4324,炳,bǐng,B,9,2,False
4325,炻,shí,S,9,2,False
4326,炽,chì,C,9,2,False
4327,炯,jiǒng,J,9,2,False
4328,烀,hū,H,9,2,False
4329,炷,zhù,Z,9,2,False
4330,烃,tīng,T,9,2,False
4331,洱,ěr,Ě,9,2,False
4332,洹,huán,H,9,2,False
4333,洧,wěi,W,9,2,False
4334,洌,liè,L,9,2,False
4335,浃,jiā,J,9,2,False
4336,洇,yīn,Y,9,2,False
4337,洄,huí,H,9,2,False
4338,洙,zhū,Z,9,2,False
4339,涎,xián,X,9,2,False
4340,洎,jì,J,9,2,False
4341,洫,xù,X,9,2,False
4342,浍,huì,H,9,2,False
4343,洮,táo,T,9,2,False
4344,洵,xún,X,9,2,False
4345,浒,hǔ|xǔ,H,9,2,True
4346,浔,xún,X,9,2,False
4347,浕,jìn,J,9,2,False
4348,洳,rù,R,9,2,False
4349,恸,tòng,T,9,2,False
4350,恓,xī,X,9,2,False
4351,恹,yān,Y,9,2,False
4352,恫,dòng,D,9,2,False
4353,恺,kǎi,K,9,2,False
4354,恻,cè,C,9,2,False
4355,恂,xún,X,9,2,False
4356,恪,kè,K,9,2,False
4357,恽,yùn,Y,9,2,False
4358,宥,yòu,Y,9,2,False
4359,扃,jiōng,J,9,2,False
4360,衲,nà,N,9,2,False
4361,衽,rèn,R,9,2,False
4362,衿,jīn,J,9,2,False
4363,袂,mèi,M,9,2,False
4364,祛,qū,Q,9,2,False
4365,祜,hù,H,9,2,False
4366,祓,fú,F,9,2,False
4367,祚,zuò,Z,9,2,False
4368,诮,qiào,Q,9,2,False
4369,祗,zhī,Z,9,2,False
4370,祢,mí,M,9,2,False
4371,诰,gào,G,9,2,False
4372,诳,kuáng,K,9,2,False
4373,鸩,zhèn,Z,9,2,False
4374,昶,chǎng,C,9,2,False
4375,郡,jùn,J,9,2,False
4376,咫,zhǐ,Z,9,2,False
4377,弭,mǐ,M,9,2,False
4378,牁,kē,K,9,2,False
4379,胥,xū,X,9,2,False
4380,陛,bì,B,9,2,False
4381,陟,zhì,Z,9,2,False
4382,娅,yà,Y,9,2,False
4383,姮,héng,H,9,2,False
4384,娆,ráo,R,9,2,False
4385,姝,shū,S,9,2,False
4386,姣,jiāo,J,9,2,False
4387,姘,pīn,P,9,2,False
4388,姹,chà,C,9,2,False
4389,怼,duì,D,9,2,False
4390,羿,yì,Y,9,2,False
4391,炱,tái,T,9,2,False
4392,矜,jīn,J,9,2,False
4393,绔,kù,K,9,2,False
4394,骁,xiāo,X,9,2,False
4395,骅,huá,H,9,2,False
4396,绗,háng,H,9,2,False
4397,绛,jiàng,J,9,2,False
4398,骈,pián,P,9,2,False
4399,耖,chào,C,10,2,False
4400,挈,qiè,Q,10,2,False
4401,珥,ěr,Ě,10,2,False
4402,珙,gǒng,G,10,2,False
4403,顼,xū,X,10,2,False
4404,珰,dāng,D,10,2,False
4405,珩,héng,H,10,2,False
4406,珧,yáo,Y,10,2,False
4407,珣,xún,X,10,2,False
4408,珞,luò,L,10,2,False
4409,琤,chēng,C,10,2,False
4410,珲,hún,H,10,2,False
4411,敖,áo,Á,10,2,False
4412,恚,huì,H,10,2,False
4413,埔,bù|pǔ,B,10,2,True
4414,埕,chéng,C,10,2,False
4415,埘,shí,S,10,2,False
4416,埙,xūn,X,10,2,False
4417,埚,guō,G,10,2,False
4418,挹,yì,Y,10,2,False
4419,耆,qí,Q,10,2,False
4420,耄,mào,M,10,2,False
4421,埒,liè,L,10,2,False
4422,捋,lǚ|luō,L,10,2,True
4423,贽,zhì,Z,10,2,False
4424,垸,yuàn,Y,10,2,False
4425,捃,jùn,J,10,2,False
4426,盍,hé,H,10,2,False
4427,荸,bí,B,10,2,False
4428,莆,pú,P,10,2,False
4429,莳,shí|shì,S,10,2,True
4430,莴,wō,W,10,2,False
4431,莪,é,É,10,2,False
4432,莠,yǒu,Y,10,2,False
4433,莓,méi,M,10,2,False
4434,莜,yóu,Y,10,2,False
4435,莅,lì,L,10,2,False
4436,荼,tú,T,10,2,False
4437,莩,fú,F,10,2,False
4438,荽,suī,S,10,2,False
4439,莸,yóu,Y,10,2,False
4440,荻,dí,D,10,2,False
4441,莘,shēn|xīn,S,10,2,True
4442,莎,shā|suō,S,10,2,True
4443,莞,guǎn|wǎn,G,10,2,True
4444,莨,làng|liáng,L,10,2,True
4445,鸪,gū,G,10,2,False
4446,莼,chún,C,10,2,False
4447,栲,kǎo,K,10,2,False
4448,栳,lǎo,L,10,2,False
4449,郴,chēn,C,10,2,False
4450,桓,huán,H,10,2,False
4451,桡,ráo,R,10,2,False
4452,桎,zhì,Z,10,2,False
4453,桢,zhēn,Z,10,2,False
4454,桤,qī,Q,10,2,False
4455,梃,tǐng|tìng,T,10,2,True
4456,栝,guā,G,10,2,False
4457,桕,jiù,J,10,2,False
4458,桁,héng,H,10,2,False
4459,桧,guì|huì,G,10,2,True
4460,桅,wéi,W,10,2,False
4461,栟,bēn,B,10,2,False
4462,桉,ān,Ā,10,2,False
4463,栩,xǔ,X,10,2,False
4464,逑,qiú,Q,10,2,False
4465,逋,bū,B,10,2,False
4466,彧,yù,Y,10,2,False
4467,鬲,gé|lì,G,10,2,True
4468,豇,jiāng,J,10,2,False
4469,酐,gān,G,10,2,False
4470,逦,lǐ,L,10,2,False
4471,厝,cuò,C,10,2,False
4472,孬,nāo,N,10,2,False
4473,砝,fǎ,F,10,2,False
4474,砹,ài,À,10,2,False
4475,砺,lì,L,10,2,False
4476,砧,zhēn,Z,10,2,False
4477,砷,shēn,S,10,2,False
4478,砟,zhǎ,Z,10,2,False
4479,砼,tóng,T,10,2,False
4480,砥,dǐ,D,10,2,False
4481,砣,tuó,T,10,2,False
4482,剞,jī,J,10,2,False
4483,砻,lóng,L,10,2,False
4484,轼,shì,S,10,2,False
4485,轾,zhì,Z,10,2,False
4486,辂,lù,L,10,2,False
4487,鸫,dōng,D,10,2,False
4488,趸,dǔn,D,10,2,False
4489,龀,chèn,C,10,2,False
4490,鸬,lú,L,10,2,False
4491,虔,qián,Q,10,2,False
4492,逍,xiāo,X,10,2,False
4493,眬,lóng,L,10,2,False
4494,唛,mài,M,10,2,False
4495,晟,chéng,C,10,2,False
4496,眩,xuàn,X,10,2,False
4497,眙,yí,Y,10,2,False
4498,哧,chī,C,10,2,False
4499,哽,gěng,G,10,2,False
4500,唔,wú,W,10,2,False
4501,晁,cháo,C,10,2,False
4502,晏,yàn,Y,10,2,False
4503,鸮,xiāo,X,10,2,False
4504,趵,bào,B,10,2,False
4505,趿,tā,T,10,2,False
4506,畛,zhěn,Z,10,2,False
4507,蚨,fú,F,10,2,False
4508,蚜,yá,Y,10,2,False
4509,蚍,pí,P,10,2,False
4510,蚋,ruì,R,10,2,False
4511,蚬,xiǎn,X,10,2,False
4512,蚝,háo,H,10,2,False
4513,蚧,jiè,J,10,2,False
4514,唢,suǒ,S,10,2,False
4515,圄,yǔ,Y,10,2,False
4516,唣,zào,Z,10,2,False
4517,唏,xī,X,10,2,False
4518,盎,àng,À,10,2,False
4519,唑,zuò,Z,10,2,False
4520,崂,láo,L,10,2,False
4521,崃,lái,L,10,2,False
4522,罡,gāng,G,10,2,False
4523,罟,gǔ,G,10,2,False
4524,峪,yù,Y,10,2,False
4525,觊,jì,J,10,2,False
4526,赅,gāi,G,10,2,False
4527,钰,yù,Y,10,2,False
4528,钲,zhēng,Z,10,2,False
4529,钴,gǔ,G,10,2,False
4530,钵,bō,B,10,2,False
4531,钹,bó,B,10,2,False
4532,钺,yuè,Y,10,2,False
4533,钽,tǎn,T,10,2,False
4534,钼,mù,M,10,2,False
4535,钿,diàn,D,10,2,False
4536,铀,yóu,Y,10,2,False
4537,铂,bó,B,10,2,False
4538,铄,shuò,S,10,2,False
